,username,followers_count,following_count,user_tweet_count,listed_count,description,user_id
6920,snig_rnao,281,22,1064,5,Staff Nurse Interest Group RNAO: We care about Ontario's Staff Nurses,1305526898
6923,ImAlwaysWriting,1679,653,59337,26,First I’ll Steal Your Heart 💜 Then I’ll Steal Your Snacks - Homeschooling Mom - Tarot Addict - Leftie. She/Her 🏳️‍🌈#PayItForward #AmWriting #GetVaccinated,138705419
6924,777Rache,13,190,724,0,"Wherever she went, including here, it was against her better judgment.",1391107766954041344
6925,rpintornao,232,440,984,2,"Multimedia Content Producer at @RNAO | he/him | Husband and Papi | Journalist | proud Hispano | Marraqueta aficionado.

Join RNAO now! https://t.co/FA1onIUUbR",1405152277527248905
6926,KuPigpig,192,459,60632,0,,1973458286
6927,ianp2009,958,2859,4090,2,NHS UK 💙🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇪🇺🌍,18412654
6928,gimmelondon,113,534,7046,3,London addict.,2801659684
6929,YeahBoutThat,149,1202,61445,10,,229975655
6930,BolenBlurps,547,1408,10584,0,Living More With Less. Speak up for what’s right.#UnderDog is my hero. Speak up for those that can’t.,2768042960
6933,6thDoctorFan,354,1212,154002,4,"Sherlockian/Holmesian, Whovian, Trekkie, Queer, Leftist, Atheist, Feminist, Lover of Books. She/They. 18+",621329507
6934,MarcusPun,1457,2834,88528,14,"Editor 42 yrs./FilmFest Editor, Geek. Love film/TV in all glory/shame. Amateur scientist (B.S.,Cal) Love Mother Earth. Independent Professional. O+ donor #NoAB5",16685803
6935,birdie0322,133,1806,23784,17,"Proud to say #Vaccinated , Dog Sitter , enjoying life to the fullest , End these damn Rallies so we can get back to normal ! 😷",1194514490
6937,shaunlonsdale,423,451,3017,1,MUFC 🏴󠁧󠁢󠁷󠁬󠁳󠁿🌹Northern Soul and Motown,2160923651
6938,ghostcatbce,2039,3204,418407,227,"#Humanist #Pagan #Geek #Nerd
Fan of #TheExpanse, #Dominion #TheWitcher
The #Disabled have rights too!
More than just a ghost in the machine.",413514250
6939,leahslaughter,97,708,3887,0,Dream Machine,198753132
6940,suestroud,6599,5633,534684,465,"Proud NDPer, social justice & union activist. My nephew Ryan loves to sail L'Hermione.    What we wish for ourselves, we desire for all. -JSWoodsworth",37552089
6942,JaneEJuanita,4173,4938,87334,34,"Mother,Lover of all things European, soft furnishing designer, ESOL teacher, avid traveller.Very much #ProEU #FBPPR  #3.5% Have reached numbers limit -please FB",2582304178
6944,sanhunsberger,574,3854,17762,6,#foodisMedicine #noseed oils #limit sugar bread pasta rice #EATREALFOOD #fat+protein #lift-weights #getoutside🌝☀️ #ElectWomen #UWat alum #LPC #bekind,357261140
6947,OchamsRazr,800,754,73699,0,"Revolution is not an apple that falls when it is ripe, you have to make it fall",4064124317
6948,Eorganorgan,1325,1532,12906,1,Loving life 🤓love the UK love Wales.British and proud. Detest conspiracy theorists 👍#BackingBoris #BackingBrexit,236273154
6950,giustini,2768,2606,14306,244,"UBC biomedical librarian. Canadian. Sharing expert searching for rapid, scoping, and systematic reviews. #OpenScience ORCID: https://t.co/7JUiXueDzP",14236815
6951,GillTranquil,306,756,20514,0,Exhausted mum and wife - passionate for Scotland's independence. A good egg!,1052196496270069761
6955,LarsonKellie,551,3096,56271,32,Retweets are not always endorsements and others are to merely ponder other opinions.,469338840
6957,DomJNorth,2457,3373,62355,1,,1058880018
6958,Tclayton78,211,1518,9034,14,,41595816
6961,CadiereGerald,52,286,5772,0,"righteous citizen, honor hop card holder
Have Covid passport Will Travel
Something is #Fishy",1344454120854339584
6962,AlYourPalster,2329,504,456028,186,"Government is the coldest of cold monsters. Coldly it lies and says “I government, am the people”. Everything government says is a lie (Nietzsche)",260851869
6963,Craggle1972,28,157,716,0,,919198921267863555
6964,NowayJo48369079,10,266,2346,0,,1459264636478533639
6965,this_is_mallory,251,523,1065,0,"hi, I’m mallory 🙋🏻‍♀️ let’s talk about influencer culture, conspiracy theorists, the wellness industry, cults, MLMs, and human behaviour |📍vancouver island",955811756479102976
6966,Ali_langs,480,1492,5410,0,Pre-Sessional Co-ordinator/Senior In-Sessional Tutor - University for the Creative Arts. Passionate linguist and European. Camper van owner.,1262011184741519360
6967,twaddleninja,876,2476,103053,34,"Multiple F1 World Champ, ninja assassin, fmr Pussycat Doll, liar? #YNWA #BLM #RejoinEU 🇪🇺 #FBPE Angry about #data misuse! Excited by #Dinos & #tech (he/him)",260797032
6968,JudasandChariot,1436,3313,26002,11,"Egg chaser, Waterfairy, very proud Dad, Socialist thinker, passionate about MH, Retweeter, Roadtripper, Arsekicker...",500270465
6969,qick4267_tom,10008,10977,73612,7,Hate Brexit and Loath Tories. #ToryCorruption #TorySleeze #BrexitDisaster #JohnsonOut  #brexitshambles #brexitreality #CovidInquiryNow,930956026500800513
6970,Billyspurs,477,385,29402,12,"E17.Tweet mainly about COYS, but something else may get my goat. Spurs Supporter 40 years man and boy, boxer Cityboy!",175407503
6971,Gitchimama,6,4,610,0,,1490435889939447809
6973,johnmiller,1090,667,17175,48,"Snark, served fresh daily!",7840272
6975,Theauntsavant,210,173,4229,24,"This sage Aunt will disseminate: wise insight, inspiration, a knowledgeable POV &  probing commentary on hlth, pop culture, nws of the day 
and much more!",409601210
6977,ConstantinStHe1,3508,4997,147417,8,"Pro-Brexit, anti-Muslimisation of U.K. Slow headway mastering Gab so staying here a while to concentrate on pro-Trump, anti-suppression of free speech.",950473173077823489
6979,AndyMacneil,481,410,13470,3,Aspiring for an independent Scotland. Soon would be good.,3402650463
6981,Jimo0404,166,410,7966,9,"合唱とパラグライディングを趣味にしている，理系出身のシニア技術屋です。パラグライダーでの空中散歩は最高！
COVID-19ワクチン積極的接種派　イベルメクチン懐疑派
(プロフィール写真は榛名湖を上空から撮影したものです)",86099004
6982,uzumaki_pann,4196,248,33732,16,くいしんぼう#うずぱん胃におさめました。脳内垂れ流し。ストレート×ウィンターオータム×アクティブキュート。ばついちこあり。いいねは我が子の神話まとめ。,812461905939832832
6983,Mom2364,391,140,35551,0,Proud 🇨🇦 Passionate Crocheter. Avid Gardener. Life-long Learner. Curious. Lover of Politics and History. Reuse. Reduce. Recycle. Trekkie 🖖🏼,772272835
6984,doublethinkHQ,419,1041,6121,2,Laughing out loud at broken British politics over a nice mug of tea and chocolate biscuits.,282772276
6985,HoddPatricia,1032,969,31530,6,"Happily married for 50+ years. Enjoy playing golf, doing yoga, listening to good music and watching quality drama . #bepositive-#beproactive-#bepolite-#bekind",939504584447406080
6987,inov8ive1,945,4604,27002,11,"evil prospers when good people do nothing. 

silence in the face of corruption is complicity. 

“The most powerful form of lie is the omission”-Orwell.

#resist",361370951
6988,VitorWilson10,8,85,130,0,,3438431986
6989,gelpymyerding,63,493,2084,3,,799276374
6990,MacnabTana,5,28,843,0,,1460893682266112000
6992,Loozinmyrelijun,675,681,46731,4,"Mom and grandmother wanting so much better for future gens.
🇨🇦",1245757386020831232
6993,bobittyboop,2593,3242,234988,14,"#FundABPublicSchools. Little RED dot swimming in sea of blue. Severely abnormal Albertan, Looney Lefter, ""Special Interest Group"" as per Kenney, parent",1587277334
6996,Himbotep,1025,875,1000,3,"He / Him(bo) - 
No longer the sole member of the Premier's Himbonomic Recovery Team - Blessed with unlimited zeal",1385388254
6999,ninahazelby,2603,3744,95487,2,supporter of all birthday cake eaters🎂🎂🎂,302871501
7000,6ixfather88,306,1402,3087,2,#NevervoteConservative,1382698508793344010
7001,Vancouverismism,888,544,8864,4,"Let's talk about QAnon-addled, anti-whatever twerps in Vancouver & across Canada. Yer mom taught me to swear. #WearADamnMask #BlackLivesMatter #QueerAF 🏳️‍🌈",979246856
7002,janwh_54,5051,4985,20131,9,"Europhile. Love my OH, music, gin and our dogs. Retired happy with life but#FBPE#FBPPR#ForeverEuropean#3.5%.#FreeNazanin #JohnsonOut.Proud to be from Hull.",710258294
7003,OSSTFdiva,1050,1545,8660,36,"Executive Assistant for Negotiations and Contract Maintenance for OSSTF. History teacher, Holocaust& antisemitism educator, wife & mother of three great kids!",180893923
7005,smittycanada1,6369,6999,392232,9,"#Resist, 🇨🇦  Happily attached, No lists, Not looking for boyfriend. No DMs.",4292519659
7006,Annlacy7,2656,3004,44888,10,brexiter Tory Support Boris. pro Europe but anti eu. anti Labour party..no general election til 2024.,4397601267
7007,Gordy_Mc1ntosh,13428,14387,124198,13,"EU(British(Scottish)),  techy sort of person,
I trust dogs more than I trust most humans, try to be the person your dog thinks you are.#rejoin",124296126
7008,Vidian6,2973,5000,128569,35,consultant,18198566
7009,sillygrandma99,4191,5000,345987,198,"Still standing, but barely, while upholding your civil rights in Illinois against government corruption #Bitcoin #HEX crypto",44983352
7010,denj0908,717,1260,12543,3,"Conservative and proud to be so. Anti- woke. Save our culture, history and statues. Don't answer DM's.",1088845091861598208
7011,Insidethisskin,915,1375,37070,31,"Send all appearance requests to Bill Murray.

Do not go gentle into that good night",438668193
7014,Hilary_LibDem,1135,995,49679,4,European to my core.Passionately pro #Remain. Spent teenage years in Brussels; lived & worked in Paris 1997-2013. Hate #Brexit.,811521607059566593
7015,backhander1,70,435,4930,0,,228337823
7016,Flashfox,168,484,14773,21,"Je pense donc je suis!
Note: Anything retweeted is not adopted as a statement of fact.",18044209
7017,Richard63819335,86,123,5078,0,"Retired US Army, Conservative, living in the time of tyranny that I never believed would or could happen.",1349928919332511744
7018,DHSgov,2256969,432,19267,12289,"With honor and integrity, we will safeguard the American people, our homeland, and our values.",15647676
7021,Can_Skeptic_Wm,5534,6080,281285,49,"I'm a retired auto worker from Windsor Ontario.  I'm an atheist and humanist. I love music, guitars and computers. No DMs please without asking.",727945741969326080
7023,DarrellPArnold,150,166,1330,1,Philosopher and Musician (the ideas I express here are mine alone and do not necessarily reflect the views of my employer),2202268730
7026,chunheilee92,155,157,41319,0,HongKongers 🇭🇰,1169500847488659456
7028,buddies1769,372,1247,23033,0,,3200297300
7030,rask004,115,207,11711,1,"LGBTQI, Kink, equity ally.
#ActuallyAutistic ADHD.
English, Spanish.
Photography & Coding.
NSFW.
he/him",1305746683574149120
7033,denise_dewald,42844,2594,42470,517,Health is inextricably linked with politics. Democracy requires participation. “A failed coup is practice for a successful coup.” - historian Timothy Snyder,760219193195302912
7035,MarioLi01896012,105,221,58711,0,Hello! I am Mario.,1159411999706451968
7036,POPATnotPopehat,88,257,3232,0,Underrated Disney princess,1290752971031158784
7037,FDAMedWatch,54303,32,1877,874,"Clinically important safety information on human medical products from FDA.
Comments: MedWatchComments@fda.hhs.gov 
Privacy: http://t.co/NmfWRPgiHZ",205847300
7038,CostaLaw,1202,384,33052,13,"she/her. Mother. Lawyer. Former crown, now defending you. No more wrongful convictions. It’s not a ‘big Boys game’; it’s law. No legal advice on Twitter",907302868645953537
7039,Stofzuigerzak22,1,6,90,0,Ik zuig,1478487463937155076
7040,JonPludowski,1865,4965,61340,128,Still a small fish 🐠 in a pool full of whales. 🐋🐋🐋🐳,1427300497
7042,eroded1,27,34,1584,0,,1373438509
7045,dianejwright,545,648,4733,15,Film & TV Creative Consultant with @Respect_Ability • DEI+A advocate @WeAreAutastic • Cat Herder ✊🏽♿☮️ The last film I saw in a theatre was mine 😝,2788041
7046,MrCorey,2042,3073,7757,84,"Digital storyteller. Tea maker. Fan of Springsteen, live music and movies. Views are mine, especially the awesome, genius or incredibly sarcastic ones.",14465625
7047,theluckylance,4549,438,2381,20,,1320661201672548353
7049,videovangaurd,3139,3235,17954,93,"Host & Editor of @cinema_recall podcast and Editor of @FoursACrowdPod @ReelSpoilers & @LetsChatPodcast too. DM me for rate info 

 I love all kinds of movies",280519734
7053,MsPaulineMac,803,573,68189,41,Still Learning! Website: http://t.co/eD43pvqhzX Blog: http://t.co/vsL3DVFMjo Show support for a season 5 and beyond: http://t.co/s6EWXocA6o,98462716
7058,TheTammarazzi,11,203,397,0,"Yes I’m new here.I’ve finally taken the Twitter Plunge. I’m here in search of truth. Anti-racist, anti-hate. 🛑 No DM’s. I didn’t wear this dress for you.",1490489261874987009
7059,BureaucrackS,36,186,2625,0,,1026269632162746374
7061,KaceeKat,1286,1410,41048,0,"Proud Canadian, Corgi mom, cat Mom to two divas, vegetarian, love to cook, triple Vaxxed #iStandWithTrudeau #VoteFordOut2022 #ClimateChangeIsReal",1168880456
7062,clarecleary1,814,826,12889,5,Good we left E U had the guts to stand up to Brussels  🇬🇧🇬🇧🇬🇧,375637372
7064,PatrickLyseight,201,248,25449,5,,373390432
7065,AnneMichie5,1123,1020,170852,3,,1286000758882787329
7066,Anti_Dystopian,462,578,12225,6,"Fork authority, no idols, no rulers.",848322265037066241
7067,gcstrippers,1104,2923,8407,6,"Gold Coast Strippers
Australia's No.1 In Adult Entertainment call Simon 0433 444757",241394586
7068,OrWldn,28,121,2351,0,"Live from the Oregon Wilderness.
My gettr: https://t.co/MIhe7HGzE1
My gab: https://t.co/M1417ZnDoz…",1374083050082955264
7070,jtdessie,845,1084,119434,0,,479815857
7072,truthovertea,2,126,858,1,,1468281879803699207
7074,allyorwell,569,1161,20796,3,"She/her Pro EU, progressive, whiskey lover, woke is not an insult, trying so hard not to hate Brexit voters.. #JohnsonOut",1387468622738739204
7075,DavidVeillon5,132,144,6783,2,"The problem with the world is that the intelligent people are full of doubts, while the stupid ones are full of confidence.",1336856526410182656
7076,NanaLan08609472,1,0,106,0,#defundthemedia WHITE PRIVILEGE IS A MYTH ITS DIVISION WAKE UP! #truckersforfreedom2022,1491183156677910528
7077,tanisthelesbiab,4548,1074,53713,29,"plural trans internet hellzone | she/it ONLY | 18 | pfp: @vinylmelon | antifascist, blm & acab | HRT: 2019-10-31 | 💙💜 @tipsyoncustard @_astroluna",888563741213605888
7078,perfumeithaki,5039,4999,16203,10,"#ProudSocialist #ScottishIndependence Loving landanum and missing oakmoss.   Racists, conspiracy nutters and antivaxxers are a waste of time.",40133712
7079,hildast,1104,956,60447,85,"B'ness columnist, facilitator, presenter, mentor & trainer. Time to Change supporter. Lobbyist, occasional interviewee & awards judge. Go To gal! #European.",103608945
7080,DeadlineDetroit,18065,1237,53781,424,"Metro Detroit-focused news, commentary, video and galleries from a team of journalists | Founded April 26, 2012",419735656
7081,RTomDavies1,2586,3280,27877,1,"Oven ready, my arse. Grandad of 3 Father of 2. Husband of 1. Owned by a Boxer dog. Campfire guitarist. If you're a tory, kindly do one. #JOHNSONOUT",1388870934073856001
7082,Sawatzky1358,128,56,8031,3,"I am artist who lives in Perth, Ontario.",823264586115772416
7083,veeste1,39,150,1232,0,,1254754991073644544
7086,benwar27,5869,5943,16434,45,#BLM #TheResistance #FBR ☮️#FollowBackResistance Believe in equality and justice for all.,120156455
7087,sissyroxx,15393,15031,148211,47,RN  Member of the human race fighting for justice & equality. I suffer no fools fascists racists or Nazis #DemocratsAbroad #Rome #UniteBlue 🇪🇺🇮🇹🇺🇸,128108354
7088,DoneWithRUMPsBS,3249,3562,28717,0,#BidenHarris RT🚫=agree 😷💉💉💉🌊🌊🌊⚖️🌈🗳#BlueTidalWave#NoMasterRace#NeverForgetJanuary6th#VoteBlue#StrongerTogether#BLM#RBG#Resist#Climate#BBB#VotingRights,1350821397434667008
